flood_case,source,threshold_key,threshold,n_valid,n_ref_water_excluded,tp,fp,fn,tn,csi,far,hr,cama_date,obs_date
KuroSiwo_555,gfm,t50,0.5,635,6,0,70,0,565,0.0,1.0,nan,2021-12-10,20211210
KuroSiwo_555,modis,t05,0.05,137,6,11,86,8,32,0.10476190476190476,0.8865979381443299,0.5789473684210527,2021-12-10,2021-12-05
KuroSiwo_555,modis,t10,0.1,137,6,7,74,6,50,0.08045977011494253,0.9135802469135802,0.5384615384615384,2021-12-10,2021-12-05
KuroSiwo_555,modis,t25,0.25,137,6,3,34,7,93,0.06818181818181818,0.918918918918919,0.3,2021-12-10,2021-12-05
KuroSiwo_555,modis,t50,0.5,137,6,0,14,3,120,0.0,1.0,0.0,2021-12-10,2021-12-05
KuroSiwo_559,gfm,t05,0.05,104,5,3,70,0,31,0.0410958904109589,0.958904109589041,1.0,2022-01-27,20220127
KuroSiwo_559,gfm,t10,0.1,104,5,0,62,0,42,0.0,1.0,nan,2022-01-27,20220127
KuroSiwo_559,gfm,t25,0.25,104,5,0,18,0,86,0.0,1.0,nan,2022-01-27,20220127
KuroSiwo_559,gfm,t50,0.5,104,5,0,3,0,101,0.0,1.0,nan,2022-01-27,20220127
KuroSiwo_559,modis,t05,0.05,104,5,1,72,0,31,0.0136986301369863,0.9863013698630136,1.0,2022-01-27,2022-01-29
KuroSiwo_559,modis,t10,0.1,104,5,0,62,0,42,0.0,1.0,nan,2022-01-27,2022-01-29
KuroSiwo_559,modis,t25,0.25,104,5,0,18,0,86,0.0,1.0,nan,2022-01-27,2022-01-29
KuroSiwo_559,modis,t50,0.5,104,5,0,3,0,101,0.0,1.0,nan,2022-01-27,2022-01-29
KuroSiwo_561,gfm,t05,0.05,1500,215,108,1148,6,238,0.08557844690966719,0.9140127388535032,0.9473684210526315,2022-01-26,20220126
KuroSiwo_561,gfm,t10,0.1,1500,215,56,1029,11,404,0.051094890510948905,0.9483870967741935,0.835820895522388,2022-01-26,20220126
KuroSiwo_561,gfm,t25,0.25,1500,215,10,730,7,753,0.013386880856760375,0.9864864864864865,0.5882352941176471,2022-01-26,20220126
KuroSiwo_561,gfm,t50,0.5,1500,215,0,483,0,1017,0.0,1.0,nan,2022-01-26,20220126
KuroSiwo_561,modis,t05,0.05,1332,215,357,767,19,189,0.3123359580052493,0.6823843416370107,0.949468085106383,2022-01-26,2022-01-31
KuroSiwo_561,modis,t10,0.1,1332,215,271,698,44,319,0.2675222112537019,0.7203302373581011,0.8603174603174604,2022-01-26,2022-01-31
KuroSiwo_561,modis,t25,0.25,1332,215,165,497,52,618,0.23109243697478993,0.7507552870090635,0.7603686635944701,2022-01-26,2022-01-31
KuroSiwo_561,modis,t50,0.5,1332,215,79,335,45,873,0.1721132897603486,0.8091787439613527,0.6370967741935484,2022-01-26,2022-01-31
KuroSiwo_562,gfm,t05,0.05,596,77,109,405,18,64,0.20488721804511278,0.7879377431906615,0.8582677165354331,2022-02-03,20220203
KuroSiwo_562,gfm,t10,0.1,596,77,62,392,22,120,0.13025210084033614,0.8634361233480177,0.7380952380952381,2022-02-03,20220203
KuroSiwo_562,gfm,t25,0.25,596,77,6,233,23,334,0.022900763358778626,0.9748953974895398,0.20689655172413793,2022-02-03,20220203
KuroSiwo_562,gfm,t50,0.5,596,77,0,124,1,471,0.0,1.0,0.0,2022-02-03,20220203
KuroSiwo_562,modis,t05,0.05,572,77,48,450,6,68,0.09523809523809523,0.9036144578313253,0.8888888888888888,2022-02-03,2022-02-02
KuroSiwo_562,modis,t10,0.1,572,77,34,409,5,124,0.07589285714285714,0.9232505643340858,0.8717948717948718,2022-02-03,2022-02-02
KuroSiwo_562,modis,t25,0.25,572,77,8,228,9,327,0.0326530612244898,0.9661016949152542,0.47058823529411764,2022-02-03,2022-02-02
KuroSiwo_562,modis,t50,0.5,572,77,0,122,9,441,0.0,1.0,0.0,2022-02-03,2022-02-02
KuroSiwo_567,gfm,t05,0.05,1764,58,314,1065,10,375,0.22606191504679626,0.7722987672226251,0.9691358024691358,2022-03-02,20220302
KuroSiwo_567,gfm,t10,0.1,1764,58,222,1031,2,509,0.17689243027888446,0.8228252194732641,0.9910714285714286,2022-03-02,20220302
KuroSiwo_567,gfm,t25,0.25,1764,58,84,633,0,1047,0.11715481171548117,0.8828451882845189,1.0,2022-03-02,20220302
KuroSiwo_567,gfm,t50,0.5,1764,58,0,428,0,1336,0.0,1.0,nan,2022-03-02,20220302
KuroSiwo_567,modis,t05,0.05,1035,58,232,652,6,145,0.2606741573033708,0.7375565610859729,0.9747899159663865,2022-03-02,2022-03-04
KuroSiwo_567,modis,t10,0.1,1035,58,182,636,6,211,0.220873786407767,0.7775061124694377,0.9680851063829787,2022-03-02,2022-03-04
KuroSiwo_567,modis,t25,0.25,1035,58,103,431,0,501,0.19288389513108614,0.8071161048689138,1.0,2022-03-02,2022-03-04
KuroSiwo_567,modis,t50,0.5,1035,58,52,271,1,711,0.16049382716049382,0.8390092879256966,0.9811320754716981,2022-03-02,2022-03-04
